fid,customer_name,account_site_nbr,state,latitude,longitude,new_tgt_cnt_4mi,new_tgt_cnt_3mi,new_tgt_cnt_2mi
26801,Ahold Delhaize,"2219198",SC,33.944,-80.871,3,2,2
26802,Family Dollar,"9943487",SC,33.955,-80.924,9,7,5
26803,Ahold Delhaize,"64239152",SC,33.982,-80.902,10,3,
26804,Family Dollar,"5790862",SC,33.982,-80.904,10,4,
26805,Family Dollar,"9044267",SC,34.065,-80.908,4,1,
26806,Ahold Delhaize,"6415090",SC,34.107,-80.9,16,11,6
26807,Walmart,"13330357",SC,34.114,-80.891,15,11,9
26808,Publix,"6132387",SC,34.116,-80.885,13,11,9
26809,Publix,"46649603",SC,34.117,-80.884,13,11,9
26810,Ahold Delhaize,"64311546",SC,34.14,-80.914,17,14,5
26811,Publix,"5634542",SC,34.153,-80.913,16,6,5
26812,Ahold Delhaize,"42495282",SC,34.15858,-80.910332,11,6,4
26813,Ahold Delhaize,"42771295",SC,34.160056,-80.908523,9,6,4
26814,Family Dollar,"7554745",SC,34.166,-80.908,7,5,3
26815,Dollar Tree,"43235388",SC,34.00581069,-81.76873381,2,2,2
26816,Family Dollar,"5790756",SC,34.007,-81.771,2,2,2
26817,Ahold Delhaize,"46580859",SC,34.013,-81.756,2,2,2
26818,Ahold Delhaize,"3164300",SC,34.851,-81.967,3,1,1
26819,Ahold Delhaize,"6455905",SC,34.869,-81.959,3,3,
26820,Family Dollar,"7374786",SC,34.87,-81.958,3,3,2
26821,Publix,"31904718",SC,34.889,-82.067,6,6,5
26822,Family Dollar,"5790767",SC,34.911,-81.983,11,11,4
26823,Pilot,"42529021",SC,34.915369,-82.108911,7,3,3
26824,Pilot,"42979263",SC,34.915469,-82.108349,7,3,3
26825,Pilot,"6849697",SC,34.916,-82.108,7,3,3
26826,Ahold Delhaize,"42771290",SC,34.918674,-81.994226,11,11,7
26827,Family Dollar,"5790750",SC,34.919,-81.889,3,1,1
26828,Walmart,"8304246",SC,34.92,-81.887,3,1,1
26829,Walmart,"67448655",SC,34.933,-81.985,13,9,9
26830,Target,"42755635",SC,34.933634,-82.008439,9,7,6
26831,Target,"5501283",SC,34.934,-82.009,9,7,6
26832,Home Depot,"67455831",SC,34.935,-81.985,14,9,9
26833,Walmart,"15587061",SC,34.936,-81.998,9,9,6
26834,Family Dollar,"5790866",SC,34.936,-81.934,13,7,2
26835,Pilot,"29863244",SC,34.936,-82.141,3,3,2
26836,Ahold Delhaize,"5367460",SC,34.941,-81.938,14,6,5
26837,Dollar Tree,"46387218",SC,34.944,-81.937,14,6,3
26838,Family Dollar,"5790844",SC,34.947,-81.94,14,7,5
26839,Ahold Delhaize,"3164301",SC,34.951,-82.111,2,2,
26840,Family Dollar,"5790768",SC,34.955,-82.115,2,2,
26841,Ahold Delhaize,"6449318",SC,34.955,-82.117,2,2,
26842,Family Dollar,"8223307",SC,34.965,-81.989,13,8,
26843,Ahold Delhaize,"6449312",SC,34.967,-81.931,10,6,2
26844,Publix,"65909429",SC,34.968,-81.891,7,4,3
26845,Walmart,"67439415",SC,34.973,-81.877,4,3,3
26846,Walmart,"2326537",SC,34.975,-81.884,5,3,3
26847,Family Dollar,"5790691",SC,34.977,-81.933,9,3,2
26848,Family Dollar,"5790775",SC,34.979,-81.965,11,2,1
26849,Home Depot,"2832414",SC,34.98,-81.875,3,3,3
26850,Family Dollar,"10250424",SC,34.98,-81.89,5,3,3
26851,Walmart,"6135066",SC,35.002,-82.038,5,5,1
26852,Walmart,"2331213",SC,35.011,-82.026,5,5,5
26853,Home Depot,"7420990",SC,35.013,-81.907,2,,
26854,Dollar Tree,"66314690",SC,35.036,-81.979,6,1,1
26855,Family Dollar,"5790695",SC,35.048,-82.091,3,3,3
26856,Walmart,"66016061",SC,35.05,-81.987,2,1,1
26857,Dollar Tree,"43256542",SC,35.09555709,-82.04012911,,,
26858,Pilot,"6538630",SC,35.139,-82.104,1,,
26859,Family Dollar,"5790698",SC,33.948,-80.375,12,7,6
26860,Ahold Delhaize,"6458505",SC,33.951,-80.498,3,3,2
26861,Family Dollar,"5790896",SC,33.954,-80.499,3,3,2
26862,Dollar Tree,"43299193",SC,33.954066,-80.498869,3,3,2
26863,Family Dollar,"5790854",SC,34.715,-81.619,1,1,1
26864,Dollar Tree,"31574335",SC,34.718,-81.625,1,1,1
26865,Walmart,"5798746",SC,34.727,-81.642,1,1,
26866,Family Dollar,"5790839",SC,33.664,-79.828,,,
26867,Ahold Delhaize,"64238768",SC,33.666,-79.822,,,
26868,Dollar Tree,"8785624",SC,33.669,-79.829,,,
26869,Family Dollar,"5787559",SC,33.678,-79.83,,,
26870,Ahold Delhaize,"42771314",SC,33.67889,-79.82944,,,
26871,Ahold Delhaize,"42719552",SC,33.680642,-79.828988,,,
26872,Ahold Delhaize,"46523979",SC,33.683,-79.825,,,
26873,Family Dollar,"5790715",SC,34.91,-81.018,6,3,2
26874,Ahold Delhaize,"43056263",SC,34.914529,-81.002299,11,5,2
26875,Ahold Delhaize,"6332619",SC,34.916,-81.003,11,6,2
26876,Family Dollar,"5790821",SC,34.92,-81.027,7,4,3
26877,Ahold Delhaize,"65969731",SC,34.925,-80.992,14,9,5
26878,Family Dollar,"5790799",SC,34.931,-81.06,4,3,
26879,Ahold Delhaize,"66171288",SC,34.931,-81.06,4,3,
26880,Dollar Tree,"29363446",SC,34.937,-81.032,11,5,4
26881,Ahold Delhaize,"42773810",SC,34.9386,-80.965662,14,6,6
26882,Target,"42756353",SC,34.938756,-80.978846,17,10,6
26883,Target,"5503285",SC,34.939,-80.979,17,11,6
26884,Walmart,"7981209",SC,34.939,-80.959,11,6,6
26885,Walmart,"13321684",SC,34.942,-80.962,11,6,6
26886,Family Dollar,"8043643",SC,34.951,-81.082,1,,
26887,Walmart,"8193794",SC,34.952,-81.017,17,12,4
26888,Ahold Delhaize,"43056267",SC,34.957991,-81.045646,10,3,2
26889,Ahold Delhaize,"67405954",SC,34.958,-81.046,10,3,2
26890,Family Dollar,"5790676",SC,34.963,-81.002,19,12,8
26891,Macy�s,"10023566",SC,34.964,-80.997,19,11,8
26892,Ahold Delhaize,"64238849",SC,34.975,-81.025,9,8,3
26893,Home Depot,"64543579",SC,34.978,-80.984,16,9,8
26894,Ahold Delhaize,"42773823",SC,34.978614,-81.002922,13,10,7
26895,Walmart,"5937596",SC,34.98,-81.09,,,
26896,Ahold Delhaize,"8156772",SC,34.98,-81.005,12,10,7
26897,Walmart,"15597539",SC,34.984,-81.222,1,1,1
26898,Walmart,"65090896",SC,34.984,-81.213,1,1,1
26899,Family Dollar,"42996067",SC,34.98594,-81.22338,1,1,1
26900,Family Dollar,"5790716",SC,34.986,-81.223,1,1,1
26901,Ahold Delhaize,"64241580",SC,34.986,-81.223,1,1,1
26902,Ahold Delhaize,"42594773",SC,34.986316,-81.223236,1,1,1
26903,Dollar Tree,"65446143",SC,34.993,-81.238,1,1,
26904,Dollar Tree,"1990835",SC,35,-80.935,5,3,1
26905,Ahold Delhaize,"42594771",SC,35.016928,-81.249733,1,,
26906,Ahold Delhaize,"64305325",SC,35.108,-81.213,3,3,3
26907,Dollar Tree,"9326581",SC,35.109,-81.149,,,
26908,Family Dollar,"5790764",SC,35.112,-81.227,3,3,3
26909,Dollar Tree,"2729823",SC,35.112,-81.225,3,3,3
26910,Ahold Delhaize,"64147088",SC,35.117,-81.085,4,3,3
26911,Ahold Delhaize,"42773786",SC,35.118439,-81.085934,4,3,3
26912,Ahold Delhaize,"6455880",SC,35.119,-81.085,4,3,3
26913,Walmart,"6270111",SC,35.122,-81.084,4,3,3
26914,Walmart,"4739127",SD,44.334,-98.214,2,2,1
26915,Family Dollar,"5910968",SD,44.339,-98.214,2,2,1
26916,Family Dollar,"6076321",SD,43.172,-101.731,,,
26917,Family Dollar,"9713471",SD,43.172,-101.738,,,
26918,Family Dollar,"8223469",SD,42.984,-97.869,1,1,1
26919,Family Dollar,"9273097",SD,44.299,-96.787,4,4,3
26920,Dollar Tree,"6300097",SD,44.301,-96.791,4,4,3
26921,Family Dollar,"5909903",SD,44.302,-96.787,4,4,3
26922,Walmart,"2617882",SD,44.311,-96.766,4,4,4
26923,Walmart,"25278886",SD,44.312,-96.764,4,4,4
26924,Walmart,"7261215",SD,45.457,-98.436,3,3,2
26925,Target,"5510045",SD,45.457,-98.44,3,3,2
26926,Family Dollar,"5910497",SD,45.46,-98.495,2,1,1
26927,Macy�s,"9600073",SD,45.46,-98.479,3,3,1
26928,Macy�s,"8508307",SD,45.463,-98.479,3,2,1
26929,Dollar Tree,"5293757",SD,45.465,-98.484,3,1,1
26930,Family Dollar,"5803087",SD,43.82,-99.327,1,1,1
26931,Family Dollar,"5910408",SD,44.657,-103.857,1,1,1
26932,Macy�s,"8541287",SD,44.668,-103.849,1,1,1
26933,Family Dollar,"5910450",SD,43.082,-98.277,,,
26934,Dollar Tree,"5600681",SD,42.79,-96.936,2,2,2
26935,Walmart,"3007523",SD,42.792,-96.937,2,2,2
26936,Walmart,"2814401",SD,44.887,-97.07,6,4,4
26937,Target,"5510010",SD,44.89,-97.082,7,6,4
26938,Walmart,"25278525",SD,44.89,-97.088,7,6,5
26939,Dollar Tree,"4746472",SD,44.904,-97.12,7,6,3
26940,Family Dollar,"5910591",SD,45.549,-100.451,,,
26941,Family Dollar,"5910412",SD,43.765,-103.605,,,
26942,Walmart,"67232997",SD,43.685,-98.01,,,
26943,Dollar Tree,"67415250",SD,43.717,-98.028,1,1,1
26944,Dollar Tree,"10058793",SD,43.727,-98.027,1,1,1
26945,Family Dollar,"5910720",SD,44.998,-101.235,,,
26946,Family Dollar,"5910398",SD,43.43,-103.49,1,1,1
26947,Family Dollar,"9713470",SD,44.358,-100.374,2,2,1
26948,Walmart,"26371626",SD,44.377,-100.319,3,3,2
26949,Walmart,"2788580",SD,44.381,-100.315,3,2,2
26950,Dollar Tree,"65071883",SD,44.385,-100.316,3,2,2
26951,Family Dollar,"5910999",SD,44.002,-97.11,1,1,1
26952,Family Dollar,"7910933",SD,44.373,-103.728,,,
26953,Family Dollar,"5910414",SD,44.419,-103.529,,,
26954,Walmart,"2788579",SD,44.479,-103.809,1,,
26955,Dollar Tree,"8286182",SD,44.484,-103.844,1,1,1
26956,Walmart,"8640344",SD,43.488,-96.728,12,7,3
26957,Family Dollar,"5910628",SD,44.155,-103.31,,,
26958,Macy�s,"9963962",SD,43.512,-96.777,13,8,7
26959,Macy�s,"7389741",SD,43.512,-96.775,15,8,7
26960,Target,"42756442",SD,43.512069,-96.76873,16,12,7
26961,Target,"5504871",SD,43.514,-96.771,16,11,7
26962,Walmart,"7325643",SD,43.517,-96.773,16,11,7
26963,Home Depot,"67141056",SD,43.523,-96.775,16,9,7
26964,Dollar Tree,"2224669",SD,43.526,-96.74,21,14,8
26965,Walmart,"2329451",SD,43.534,-96.731,23,12,6
26966,Target,"42764014",SD,43.538578,-96.655469,6,6,3
26967,Target,"5873904",SD,43.539,-96.655,6,6,3
26968,Walmart,"67380012",SD,43.542,-96.659,6,6,3
26969,Family Dollar,"5911074",SD,43.547,-96.69,12,6,5
26970,Family Dollar,"5911087",SD,43.548,-96.732,15,10,3
26971,Family Dollar,"5910483",SD,43.554,-96.76,10,5,3
26972,Walmart,"7935564",SD,43.603,-96.789,,,
26973,Family Dollar,"7974970",SD,43.823,-96.722,,,
26974,Family Dollar,"43141287",SD,44.049088,-96.610083,,,
26975,Walmart,"6913052",SD,44.033,-103.221,1,,
26976,Walmart,"7261489",SD,44.034,-103.218,1,,
26977,Dollar Tree,"7926421",SD,44.034,-103.215,1,,
26978,Family Dollar,"5910393",SD,44.067,-103.199,5,3,2
26979,Dollar Tree,"7915697",SD,44.073,-103.234,8,4,4
26980,Walmart,"2329455",SD,44.082,-103.234,8,8,4
26981,Family Dollar,"5910461",SD,44.086,-103.196,8,6,2
26982,Walmart,"46096213",SD,44.095,-103.2,8,6,2
26983,Family Dollar,"6277068",SD,44.098,-103.222,8,7,4
26984,Walmart,"25853139",SD,44.098,-103.199,7,6,3
26985,Target,"5539684",SD,44.099,-103.189,6,4,1
26986,Family Dollar,"5910448",SD,45.66,-97.056,,,
26987,Dollar Tree,"42683753",DE,45.660112,-97.02744,,,
26988,Family Dollar,"43145666",SD,44.87309166,-98.52382855,1,1,1
26989,Family Dollar,"5910453",SD,43.304,-100.647,,,
26990,Family Dollar,"9713472",SD,43.377,-99.847,,,
26991,Family Dollar,"8045790",SD,43.402,-97.133,,,
26992,Dollar Tree,"67429604",SD,42.884,-97.392,1,1,1
26993,Walmart,"25278436",SD,42.898,-97.398,1,1,1
26994,Walmart,"2723559",SD,42.907,-97.398,1,1,
26995,Pilot,"67418412",TN,35.912,-83.956,1,,
26996,Ahold Delhaize,"64303772",TN,35.921,-84.093,12,9,7
26997,Target,"42755489",TN,35.921459,-84.048009,12,10,3
26998,Target,"5509330",TN,35.922,-84.048,12,10,3
26999,Pilot,"67373147",TN,35.925,-84.066,13,11,6
27000,Walmart,"3164636",TN,35.925,-84.063,12,11,6
27001,Walmart,"7151770",TN,35.926,-84.059,12,11,7
27002,Ahold Delhaize,"64303675",TN,35.928,-84.033,10,5,4
27003,Pilot,"67418417",TN,35.959,-84.001,9,4,2
27004,Walmart,"8984936",TN,35.971,-84.025,9,3,1
27005,Dollar Tree,"8865422",TN,35.974,-83.944,5,4,2
27006,Pilot,"45229112",TN,35.974,-83.952,7,5,2
27007,Family Dollar,"7993876",TN,35.974,-83.975,5,5,2
27008,Whole Foods,"8142184",TN,35.976,-83.948,6,5,2
27009,Walmart,"2706880",TN,35.988,-83.955,6,6,2
27010,Ahold Delhaize,"64303756",TN,35.99,-84.079,2,2,1
27011,Home Depot,"65380223",TN,36.005,-84.022,6,4,3
27012,Walmart,"24292834",TN,36.005,-84.026,6,4,3
27013,Walmart,"15594823",TN,36.006,-84.253,3,3,3
27014,Target,"5505720",TN,36.008,-84.022,7,4,2
27015,Target,"42755452",TN,36.008895,-84.02168,7,4,2
27016,Ahold Delhaize,"64303586",TN,36.02,-84.227,3,3,
27017,Ahold Delhaize,"64304043",TN,36.02,-84.056,4,2,
27018,Dollar Tree,"25750194",TN,36.022,-84.248,3,3,3
27019,Home Depot,"67226591",TN,36.025,-84.233,3,3,2
27020,Walmart,"2592304",TN,36.031,-83.953,8,4,4
27021,Family Dollar,"5832484",TN,36.033,-84.326,,,
27022,Pilot,"2915869",TN,36.049,-83.999,6,3,3
27023,Ahold Delhaize,"66131952",TN,36.062,-83.979,3,2,2
27024,Pilot,"8555830",TN,36.087,-84.048,1,,
27025,Pilot,"67453096",TN,36.088,-84.044,1,,
27026,Pilot,"5989943",TN,36.09,-84.042,1,,
27027,Dollar Tree,"7374057",TN,36.098,-84.13,1,1,1
27028,Ahold Delhaize,"64303500",TN,36.118,-84.116,1,,
27029,Walmart,"5494329",TN,36.169,-84.086,,,
27030,Family Dollar,"5330727",TN,36.226,-84.157,,,
27031,Walmart,"12618500",TN,35.389,-86.239,6,6,5
27032,Walmart,"12622303",TN,35.484,-86.428,6,6,2
27033,Dollar Tree,"67302948",TN,35.485,-86.458,5,5,4
27034,Family Dollar,"5832447",TN,35.488,-86.452,6,5,5
27035,Ahold Delhaize,"46013024",TN,35.492,-86.467,5,5,5
27036,Walmart,"67433103",TN,35.513,-86.452,5,4,2
27037,Walmart,"45625050",TN,35.565,-86.461,,,
27038,Walmart,"2623960",TN,35.566,-86.451,,,
27039,Dollar Tree,"6204431",TN,36.062,-88.103,1,1,1
27040,Walmart,"4703542",TN,36.088,-88.109,1,1,1
27041,Family Dollar,"7935458",TN,36.254,-88.058,,,
27042,Dollar Tree,"7377703",TN,35.376,-85.387,2,2,2
27043,Walmart,"4898179",TN,35.386,-85.382,2,2,2
27044,Walmart,"67447641",TN,35.46,-85.045,1,1,1
27045,Family Dollar,"5832457",TN,35.482,-85.025,1,1,1
27046,Dollar Tree,"2221077",TN,35.49,-85.014,2,1,
27047,Family Dollar,"5672348",TN,35.642,-84.149,,,
27048,Walmart,"5097859",TN,35.715,-84.013,7,3,
27049,Ahold Delhaize,"6449258",TN,35.731,-83.996,11,8,7
27050,Ahold Delhaize,"65073622",TN,35.732,-83.996,11,8,7
27051,Family Dollar,"5832527",TN,35.736,-83.994,11,10,7
27052,Pilot,"67418408",TN,35.739,-83.965,11,9,2
27053,Publix,"43136740",TN,35.744446,-83.996063,11,11,8
27054,Dollar Tree,"5505504",TN,35.75,-83.976,12,11,10
27055,Target,"5509188",TN,35.752,-83.992,12,11,11
27056,Home Depot,"45997330",TN,35.754,-83.995,12,11,11
27057,Ahold Delhaize,"46580816",TN,35.755,-83.958,12,11,1
27058,Ahold Delhaize,"6489420",TN,35.756,-83.948,11,1,1
27059,Family Dollar,"5832435",TN,35.777,-83.952,8,5,1
27060,Dollar Tree,"46874143",TN,35.791,-83.978,9,5,2
27061,Walmart,"46386335",TN,35.795,-83.983,7,5,2
27062,Ahold Delhaize,"6449264",TN,35.801,-83.944,3,1,
27063,Ahold Delhaize,"65449932",TN,35.803,-83.942,2,1,
27064,Target,"6732169",TN,35.861,-84.079,2,2,2
27065,Target,"42764049",TN,35.862797,-84.079411,2,2,2
27066,Family Dollar,"5832966",TN,35.869,-83.753,3,3,2
27067,Dollar Tree,"8367575",TN,35.87,-83.764,3,3,3
27068,Walmart,"2002589",TN,35.126,-84.869,7,3,2
27069,Family Dollar,"5787561",TN,35.131,-84.858,7,3,3
27070,Family Dollar,"5787562",TN,35.156,-84.873,7,7,4
27071,Dollar Tree,"25750186",TN,35.173,-84.867,10,8,4
27072,Ahold Delhaize,"64303543",TN,35.2,-84.844,4,4,3
27073,Walmart,"12618446",TN,35.202,-84.848,4,4,3
27074,Home Depot,"2306117",TN,35.209,-84.855,4,3,3
27075,Target,"42772160",TN,35.216865,-84.865645,4,3,3
27076,Target,"5382724",TN,35.217,-84.866,4,3,3
27077,Dollar Tree,"66043956",TN,36.332,-84.189,3,3,3
27078,Walmart,"65553802",TN,36.336,-84.179,3,3,3
27079,Walmart,"25278924",TN,36.343,-84.167,3,3,3
27080,Family Dollar,"5832775",TN,36.344,-84.164,3,3,3
27081,Family Dollar,"5832478",TN,36.367,-84.136,3,1,
27082,Ahold Delhaize,"6459962",TN,36.394,-84.094,,,
27083,Ahold Delhaize,"64303640",TN,36.401,-84.075,,,
27084,Family Dollar,"5832763",TN,36.588,-84.127,1,1,1
27085,Walmart,"67303391",TN,35.996,-88.439,,,
27086,Walmart,"22154485",TN,36.005,-88.423,,,
27087,Walmart,"2540004",TN,36.007,-88.407,,,
27088,Dollar Tree,"8441553",TN,36.007,-88.422,,,
27089,Dollar Tree,"65446291",TN,36.125,-88.515,2,2,2
27090,Walmart,"15597547",TN,36.132,-88.516,2,2,2
27091,Home Depot,"6719070",TN,36.265,-82.306,,,
27092,Walmart,"6739548",TN,36.265,-82.306,,,
27093,Family Dollar,"5277304",TN,36.279,-82.178,,,
27094,Family Dollar,"4743502",TN,36.297,-82.334,2,1,
27095,Family Dollar,"4743478",TN,36.324,-82.333,5,1,1
27096,Ahold Delhaize,"64303969",TN,36.325,-82.332,5,1,
27097,Dollar Tree,"67382713",TN,36.344,-82.227,5,4,4
27098,Walmart,"14152967",TN,36.348,-82.245,5,4,4
27099,Dollar Tree,"5832702",TN,36.425,-82.317,,,
27100,Publix,"5634413",TN,36.047,-86.952,6,4,2
27101,Home Depot,"63989204",TN,36.079,-86.951,6,6,3
27102,Walmart,"2218505",TN,36.248,-87.033,1,1,
27103,Family Dollar,"5832495",TN,36.267,-87.059,1,1,1
27104,Dollar Tree,"8642380",TN,36.272,-87.056,1,1,1
27105,Ahold Delhaize,"6464707",TN,36.297,-87.049,1,1,
27106,Ahold Delhaize,"64238202",TN,36.298,-87.048,1,1,
27107,Walmart,"15588688",TN,36.298,-87.049,1,1,
27108,Family Dollar,"42486940",AL,35.436045,-88.647328,3,3,3
27109,Family Dollar,"5670983",TN,35.438,-88.649,3,3,3
27110,Walmart,"2209495",TN,35.551,-88.81,2,2,2
27111,Walmart,"7360388",TN,36.438,-83.608,,,
27112,Family Dollar,"5832803",TN,36.547,-85.505,1,1,1
27113,Family Dollar,"5471647",TN,35.841,-83.226,,,
27114,Walmart,"12620572",TN,35.944,-83.208,2,2,2
27115,Walmart,"2540007",TN,35.945,-83.206,2,2,2
27116,Dollar Tree,"4746469",TN,35.966,-83.19,2,2,
27117,Family Dollar,"5832444",TN,35.968,-83.2,2,2,
27118,Family Dollar,"5832501",TN,36.106,-83.283,,,
27119,Ahold Delhaize,"64316238",TN,35.357,-86.215,6,5,3
27120,Family Dollar,"5832543",TN,35.359,-86.216,6,5,3
27121,Dollar Tree,"46104127",TN,35.368,-86.214,6,5,5
27122,Dollar Tree,"6023972",TN,35.472,-86.087,3,3,
27123,Dollar Tree,"8344851",TN,35.823,-88.906,3,3,3
27124,Family Dollar,"7305016",TN,35.829,-88.915,3,3,3
27125,Walmart,"22154477",TN,35.841,-88.912,3,3,3
27126,Family Dollar,"42963159",TN,35.96713,-88.9308,,,
27127,Family Dollar,"5670885",TN,35.968,-88.932,,,
27128,Walmart,"12620580",TN,35.868,-84.77,,,
27129,Family Dollar,"5833024",TN,35.909,-85.059,,,
27130,Dollar Tree,"30451809",TN,35.948,-85.035,4,4,2
27131,Ahold Delhaize,"64238032",TN,35.955,-85.032,4,4,2
27132,Family Dollar,"5832538",TN,35.956,-85.03,4,4,2
27133,Walmart,"46316558",TN,35.983,-85.036,4,4,2
27134,Pilot,"42979167",TN,35.985819,-85.012872,4,3,2
27135,Pilot,"7646539",TN,35.986,-85.013,4,3,2
27136,Pilot,"42528862",TN,35.986818,-85.010719,4,3,
27137,Family Dollar,"6608806",TN,35.999,-84.921,,,
27138,Family Dollar,"5832997",TN,36.147,-85.266,1,1,1
27139,Target,"5381781",TN,35.979,-86.571,10,5,4
27140,Target,"42763593",TN,35.97979,-86.57127,10,5,4
27141,Publix,"5636817",TN,35.98,-86.555,12,4,4
27142,Home Depot,"4869954",TN,35.981,-86.552,12,5,4
27143,Publix,"3019058",TN,35.997,-86.692,3,3,3
27144,Pilot,"42979139",TN,35.997762,-86.595274,10,8,1
27145,Pilot,"2977664",TN,35.998,-86.595,10,8,1
27146,Dollar Tree,"2903580",TN,35.999,-86.787,6,1,
27147,Walmart,"8757770",TN,36.012,-86.547,11,7,1
27148,Dollar Tree,"67358538",TN,36.016,-86.564,10,7,5
27149,Ahold Delhaize,"46411968",TN,36.021,-86.573,10,6,5
27150,Pilot,"9762930",TN,36.025,-86.587,9,6,5
27151,Walmart,"6331265",TN,36.029,-86.787,2,1,1
27152,Publix,"5636819",TN,36.037,-86.799,2,1,1
27153,Publix,"5636841",TN,36.041,-86.742,8,5,1
27154,Walmart,"1965636",TN,36.042,-86.744,8,5,1
27155,Target,"7264862",TN,36.042,-86.779,3,2,1
27156,Walmart,"5225122",TN,36.043,-86.71,9,7,3
27157,Target,"5504896",TN,36.043,-86.659,9,3,3
27158,Target,"42756360",TN,36.043087,-86.778578,3,2,1
27159,Home Depot,"31744346",TN,36.046,-86.666,9,4,3
27160,Walmart,"12623393",TN,36.048,-86.712,11,7,3
27161,Family Dollar,"6863930",TN,36.05,-86.651,7,4,2
27162,Macy�s,"6093569",TN,36.05,-86.654,7,4,2
27163,Walmart,"1966281",TN,36.062,-86.629,6,6,2
27164,Ahold Delhaize,"8524319",TN,36.069,-86.683,14,10,1
27165,Ahold Delhaize,"6455992",TN,36.069,-86.682,14,10,1
27166,Walmart,"4898212",TN,36.082,-86.725,14,9,4
27167,Ahold Delhaize,"64304981",TN,36.082,-86.647,8,7,3
27168,Dollar Tree,"10257588",TN,36.089,-86.609,5,4,1
27169,Walmart,"2581653",TN,36.093,-86.677,11,5,3
27170,Publix,"65970527",TN,36.104,-86.662,7,3,3
27171,Macy�s,"9964002",TN,36.107,-86.814,9,3,1
27172,Home Depot,"46588574",TN,36.107,-86.766,16,13,7
27173,Family Dollar,"2737084",TN,36.109,-86.744,20,13,7
27174,Walmart,"7360013",TN,36.111,-86.769,16,14,9
27175,Family Dollar,"2737122",TN,36.122,-86.776,18,12,10
27176,Family Dollar,"6608788",TN,36.126,-86.711,12,9,3
27177,Target,"5504894",TN,36.128,-86.852,11,8,2
27178,Publix,"10352359",TN,36.129,-86.778,18,12,8
27179,Walmart,"65090535",TN,36.131,-86.907,7,4,3
27180,Target,"42756428",TN,36.131192,-86.854289,10,8,5
27181,Dollar Tree,"67351140",TN,36.133,-86.752,19,15,9
27182,Dollar Tree,"8367588",TN,36.134,-86.749,19,15,6
27183,Target,"4855072",TN,36.135,-86.892,9,6,4
27184,Metro,"43220312",TN,36.140556,-86.77894,17,14,6
27185,Family Dollar,"7297427",TN,36.151,-86.857,8,7,5
27186,Ahold Delhaize,"66481961",TN,36.151,-86.627,4,2,
27187,Dollar Tree,"9959347",TN,36.158,-86.83,13,7,2
27188,Publix,"10693892",TN,36.164,-86.777,19,11,3
27189,Family Dollar,"7610366",TN,36.168,-86.76,16,8,3
27190,Family Dollar,"7736627",TN,36.168,-86.664,8,4,3
27191,Macy�s,"7317882",TN,36.169,-86.684,7,4,3
27192,Family Dollar,"2789059",TN,36.172,-86.795,12,7,6
27193,Pilot,"5413549",TN,36.172,-86.866,10,5,1
27194,Family Dollar,"2789050",TN,36.177,-86.751,12,7,2
27195,Dollar Tree,"8367512",TN,36.182,-86.6,7,6,3
27196,Target,"46752749",TN,36.183,-86.638,9,4,3
27197,Family Dollar,"2737117",TN,36.187,-86.773,13,7,5
27198,Walmart,"2926769",TN,36.192,-86.745,13,4,3
27199,Home Depot,"63772035",TN,36.194,-86.615,7,7,4
27200,Family Dollar,"2789038",TN,36.199,-86.74,8,5,4
27201,Walmart,"9725891",TN,36.201,-86.52,8,8,1
27202,Family Dollar,"2737519",TN,36.208,-86.784,13,4,1
27203,Family Dollar,"6277071",TN,36.211,-86.734,9,7,2
27204,Walmart,"2002587",TN,36.215,-86.602,7,5,3
27205,Macy�s,"5636550",TN,36.216,-86.592,6,5,3
27206,Publix,"6141041",TN,36.216,-86.592,6,5,3
27207,Family Dollar,"5309326",TN,36.22,-86.805,6,2,
27208,Dollar Tree,"67212310",TN,36.223,-86.762,7,4,1
27209,Family Dollar,"2737441",TN,36.229,-86.758,7,4,2
27210,Dollar Tree,"10510376",TN,36.23,-86.519,3,3,3
27211,Home Depot,"5447681",TN,36.235,-86.728,10,5,2
27212,Walmart,"6111465",TN,36.247,-86.763,5,2,2
27213,Walmart,"2926770",TN,36.263,-86.712,12,7,5
27214,Family Dollar,"7161203",TN,36.268,-86.756,6,2,1
27215,Dollar Tree,"8344930",TN,36.27,-86.699,14,8,5
27216,Home Depot,"31744222",TN,36.293,-86.704,18,16,12
27217,Macy�s,"9962318",TN,36.298,-86.7,18,17,12
27218,Macy�s,"6093571",TN,36.299,-86.7,17,17,12
27219,Ahold Delhaize,"64238245",TN,36.3,-86.584,13,11,10
27220,Target,"5504897",TN,36.302,-86.693,17,16,10
27221,Walmart,"2926767",TN,36.303,-86.611,14,14,11
27222,Dollar Tree,"9043667",TN,36.307,-86.602,14,14,11
27223,Walmart,"13052624",TN,36.308,-86.688,17,16,12
27224,Dollar Tree,"42589407",TN,36.30867,-86.6015,14,14,12
27225,Publix,"6141044",TN,36.31,-86.605,14,14,12
27226,Family Dollar,"5832696",TN,36.315,-86.712,16,13,12
27227,Home Depot,"2647280",TN,36.318,-86.599,14,14,12
27228,Family Dollar,"5832819",TN,36.321,-86.867,,,
27229,Walmart,"2927168",TN,36.323,-86.595,14,13,10
27230,Publix,"8574078",TN,36.331,-86.699,14,12,7
27231,Target,"5489280",TN,36.332,-86.627,13,13,3
